"","Aqua.Cap.items","Country","Total.production","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"73","Freshwater fish, Fish","Estonia",797.166149361955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.222222222222,73.9014084507042,0,1.4765625,0,51.926631897712,32.0307268931486,11.9303733232775,156.201305695702,1.08398719635528,25.3334134074515,0,15.0595177753819,0,0,0
"74","Marine fish, Fish","Estonia",1363714.96977096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26851.1799999999,54630.16,67772.58,50564.06,92259.94,91639.34,63146.32,0,66410.56,98673.7,98638.52,64463.9623851828,85477.2746990337,83128.1153058257,51475.3374981338,51568.1876510392,49555.4603478249,48528.1398025162,40870.2243828593,44391.1479129352,26656.6561656844,26427.3312145028,18959.2113679497,20091.7772188062,20299.4324522396,17624.0998728302,3612.25149359453
"75","Tilapia, North African catfish, Carps","Ethiopia",8830.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958.49,0,176.2,1697.2,1299.82,1484.47,881.71,981.48,604.78,0,0,746.02,0
"76","Blue whiting, Capelin, Saithe","Faroe Islands",1320753.1958,16631.83,29320.41,3722.22,10323.25,14589.19,12944.17,14732.61,17680.79,22214.54,18000.88,15430.02,15420.1,18457.87,15802.43,68463.82,64985.8,64319.82,20255.55,23919.19,27361.59,22496.12,16427.55,14935.25,15644.13,16238.11,19110.73,17781.42,24826.29,22744.07,40204.15,43932.51,41043.82,43213.17,46607.64,38129.42,37137.42,38583.04,43657.75,46276.32,48898.72,43825.77,50163,48589.45,45711.2658
"77","Marine fish, Fish","Faroe Islands",184167.843872233,8641.34,2076.94,5226.04862770098,531,1304.20045629962,178,553.836666177197,5148.26242567249,659.39085966381,182.101585740934,296.876256671218,1467.55147284389,2655.18500373874,2228.01469801781,755.258888404949,2941.32091368178,957,695,0,4825.4548726907,5507.00898130854,8795.28457976077,3219.78582524628,1455,1897,6664.11991709233,1912.00569357908,1934,1638,1003,943,2901.91025284524,22013.25961885,29302.09,13037.6474338975,11602.8977770911,1953.31977906437,1268.59168619332,140,7841.51,32.5,192,230.5,17360.6296
"78","Albacore, Mackerel, Sardine and sardinella and sprat","Fiji",1796.07,0,224.259999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,84.54,0,1487.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","Marine fish, Fish","Fiji",437869.3394,0,0,0,7295,600.86,5415.4,479.319999999999,8003.14,3696.72,0,1776.2,1550.88,3056.96,11007.64,7608.68,6344.72,517.62,3057.5,6036.38,9678.94,7667.32,16032.56,14267.34,23071.28,1563.32,10,341.02,159.2,28.56,0,120.42,1802.02,7486.96,15194.1,20795.04,6894.12,3789.69999999999,38613.52,33940.0399999999,33375.15,43378.5,38411.8399999999,23406.05,31395.3194
"80","Marine fish, Fish","Finland",15845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,980,7813,6348,0,0,0,0,0,0
"81","Freshwater fish, Fish","France",577,385,0,94,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","Marine fish, Fish","France",12303.4879591436,148,1034,583,0,500,1311,614.5,387.5,26,0,0,0,0,5,0,482,0,0,506.75,799,0,95.68,550.62,354.6,279.62,0,515.44,335.62,50.5599999999999,87.18,658.9,1051.94,0,266.5,0,8,471.52,900.86,131.5,1,86.22,0,53.8779591435867,7.1
"83","Marine fish, Fish","Gabon",857.6754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.6754
"84","Bonga shad, Sardine, Sardine and sardinella and sprat","Gambia",9781.29521831196,1320.93473827328,2376.90126345344,798.056962025317,509.607476635514,325.916443492234,119.201945570353,64.0724857685009,0,0,0,0,0,241.56,300.04,76.54,98.52,78.88,128.748121059269,51.6789839944328,149,80,1.45559322033899,202.66,247,212,110,0,71,0,62,0,609.26,0,0,0,0,0,0,0,0,0,1450.26120481928,96,0
"85","Marine fish, Fish","Gambia",3504.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1,2,0,1,0,1,25,4,85.7,440.26,14,961.44,789,146.34,0,385,320,288,0,0,0
"86","Nile tilapia","Gambia",23517.904781688,1374.06526172672,5597.09873654656,3022.94303797468,1794.39252336449,1332.08355650777,787.678054429647,1186.5275142315,0,0,0,0,0,0,234.46,0.480000000000018,112.44,749.12,969.071878940731,1955.42101600557,526.5,1292.62,84.4244067796612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.478795180723,2160.1,0
"87","Cape horse mackerel, European anchovy, Jack and horse mackerel","Georgia",6907.13699386503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3182.58699386503,0,3724.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","Marine fish, Fish","Georgia",28525.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,1265.7,11272.4,15852.58,0,0,0,0,0,0,0,0,0
"89","Carps, Common carp, Rainbow trout","Germany",850260.340869151,0,0,0,0,0,0,0,0,686.460328522861,7082.88723332065,9151.70051764004,11285.3414956777,0,0,0,0,0,1547.3,0,0,0,0,0,0,0,0,6950.63686420946,12611.4552587131,23492.5348248569,19095.9839356222,17759.3393102762,32566.6229411818,55809.9500131639,49044.1803019524,70631.3290595638,43460.1244159035,29637.3343514425,89460.39,70324.2512972007,68930.8103075627,41100.7501979886,58494.267114352,63865.87,67270.8211
"90","Herring, Tuna, Alaska pollock","Germany",261236.215130849,0,0,0,0,0,0,0,0,450.47967147714,11629.5327666794,16079.00948236,21284.7285043223,16536.06,0,0,0,0,6553.65,0,0,0,0,0,0,0,0,4895.45313579054,8586.46474128695,14661.8451751431,11649.3160643778,8621.43068972382,13097.2070588182,18074.4799868361,9351.85969804758,17475.2109404362,23182.3655840964,12999.7156485575,101.25,21034.0787027993,7413.31969243735,11718.5398020114,178.742885647964,5516.99,144.4849
"91","Marine fish, Fish","Germany",796297.042309778,0,0,0,0,0,0,0,0,0,0,0,0,6026.5,8418,6078.5,4792.5,3702.5,121,0,652,198,585,15,19270.73,559.5,23300.2563652831,16736.5916568452,19,21540.5,13497.16,2106.25,43850.9576586882,58959.5520647411,16017.74,65771.3267821534,32557.7201107701,46408.831638273,50171.7757604401,52481.1645170386,43629.9690859411,32190.7854916647,77280.4,86039.11,63318.7211779399
"92","Marine fish, Fish","Ghana",169489.8471,0,0,31803,27781,14602.36,19278.6,0,0,0,0,0,0,0,0,0,0,0,0,0,5709,2929.62,0,0,63.5,0,0,0,514.9,2208.88000000001,423.2,0,0,0,0,0,0,0,2925.22,3269.71999999999,1290,4932.5,20888.41,12657.64,18212.2971
"93","Cod, European pilchard, Tuna","Greece",790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,82,0
"94","Freshwater fish, Fish","Greece",1122.9925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.3,181.95,0,133.25,274.4925
"95","Marine fish, Fish","Greece",25532.6,0,0,0,0,140,333,498,616,719,1069.5,536,514,219,6206.12,270,173,1055.5,447.5,798,435,87,32,51,40,78,167,18,316,254.74,2176.82,0,1693.09,0,0,0,0,1279.76,1780.9,632.5,1605.17,1117,174,0,0
"96","Freshwater fish, Fish","Guatemala",1337.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.25,477.25,0,0,44.75,387.25,0
"97","Marine fish, Fish","Guatemala",85998.1199999999,0,0,0,0,0,0,0,29.26,34.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.88,543.08,426.72,246.9,94.62,7.43999999999999,547.96,86,12.18,258.18,10107.56,29153.4,30391.56,615.419999999998,5037.63,1431.78,2486.29,4268.68,0,0,0
"98","Pilchards Sardinops spp, Skipjack tuna, Tilapia","Guatemala",174.303050581213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.523050581213,0,0,0,0,0,0,0,8.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","Pilchards Sardinops spp, Skipjack tuna, Yellowfin tuna","Guatemala",6974.87530242884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,221.010048906828,348.563675894324,108.637508631242,278.225705435961,318,523.68,467.67236617533,1004.44,1223.12,223.56,717.727032457496,465.925695784468,569.758410496582,456.554858646609,0,0,0,0,0
"100","Bonga shad, Sardine, Sardine and sardinella and sprat, Smoothmouth sea catfish","Guinea",973.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591.5,381.835
"101","Marine fish, Fish","Guinea",16242.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346.5,0,0,0,0,0,5343.82,0,0,241.5,383.5,360,0,0,0,0,4665,0,0,3902.63
"102","Marine fish, Fish","Honduras",9688.13249999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.36,850.02,827.34,680.36,685.7,352.36,221.38,380.7,557.04,538.04,186.38,579.7,331.72,133.12,108.22,46.42,394.72,366.06,601.46,553.4,410.4,226.31,41.06,0,14.13,59.38,59.3525
"103","Sardine and sardinella and sprat, Nile tilapia, Skipjack tuna","Honduras",607.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","Sardine and sardinella and sprat, Skipjack tuna, Tuna","Honduras",965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","Freshwater fish, Fish","Hungary",286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,50,0,36,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","Fish","Iceland",720736.901640645,14545.6058580335,5989.02946712339,13179.8910720588,23256.2498621787,9584.26041144148,27298.3002175719,8784.68710838687,17057.1843546939,35383.1162047558,33817.0870803028,8697.9981253181,8560.96726920537,0,0,3538.52,0.300000000000032,7390.86,14014.05,15061.97,11412,446.5,265,315.57,444.249999999999,735.25,753.75,684,926.25,772.75,446,1318.57792638682,1417,18519.4607037723,38908.501470169,39153.301382007,2088.5,1807.25,6213.86402482051,45229.6463605339,2887.25,14396.9482948779,476.250000000001,3516.75,281442.204447007
"107","Freshwater fish, Fish","India",20228.2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2311,8479.75,2217,2221.75,1961,2015,1022.7625
"108","Marine fish, Fish","India",27374.521,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,22,2,40,0,0,20,0,0,0,14,131,11,24,40,2,0,92,109,676,505.75,4252,4066.25,4215,7063,880,5205.521
"109","Freshwater fish, Fish","Indonesia",51223.1646967504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263,22,856,0,0,578.3,1892.64,2993.71703391616,5149.04123408921,3877.76521066184,6004.3293811458,8469.7724671414,5956.97618705618,5466.27493045727,8693.34825228252
"110","Marine fish, Fish","Indonesia",1188471.2304,4.48,51.04,66.18,201.04,0,0,0,19.74,2.82,78.96,0,25.38,70.5,75,11587.84,19917.92,21775.06,48243.72,25727.52,24888.28,25439.2,15952.44,10810,1906,41347.42,2021,38753.74,34604.98,48098.12,46976.88,38011,56699.32,69018,83241.89,144883.82,121964.49,64173.8,55102.58,58222.71,26473.2000000001,3189.35,19199.39,17018.68,12627.7404
"111","Milkfish, Nile tilapia, Scad","Indonesia",21709.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21709.74,0,0
"112","Marine fish, Fish","Iran",120785.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321,4849,3662,10449,11791,5598,7742,2861,1070,840,569,333.5,238.25,2544.75,22331.75,24513.75,9987,9084.71
"113","Rainbow trout, Silver carp, Black and Caspian Sea sprat","Iran",2832.50351859677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.6699104710005,175.341605140454,1093.5035161903,0,702.939863132494,710.158708351681,0,0,0,79.8899153108358
"114","Rainbow trout, Silver carp, Skipjack tuna","Iran",33575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22480,0,0,4480,6056,559,0
"115","Skipjack tuna, Longtail tuna, Yellowfin tuna","Iran",93601.4516814032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554.170089529,5151.47839485954,11149.3064838097,7074.23,19897.4701368675,18413.6012916483,3522.4,2985.79,9693.6,14159.4052846892
"116","Atlantic herring, Tuna, Atlantic horse mackerel","Ireland",87.26,0,0,0,40.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","Atlantic mackerel, Blue whiting, Boarfish","Ireland",350952.81977016,15263,169.76,19514,0,8859.32,9037.1,10996.6,31589.35,41119.6292094295,35719.0320386243,28136.85,18929.48,24731,7257,5458,3869.25,6576.91169180114,6,233,3785.47,3117.3,2057.16,6883.28,11417.25,7824.5,7548.25,4447.25,8635,4757.5,3599.75,1755.25,1014.66,2306.5,2032.5,7975.5,3401.46,528.53,0,0,400.42683030474,0,0,0,0
"118","Freshwater fish, Fish","Ireland",5240.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.75,285.5,1726,857,819.25,511,0,0
"119","Marine fish, Fish","Ireland",689174.977918245,0,7931.76,0,7914.72,9803.97,11125.85,2633.21,18646.97,16271.56,3428.57,2627,866,487,14094,659,5173.56389563929,2480.91949788748,24091.7,2144.5,2195,24356.2,25927.6887592118,16067.4007338076,13735.8494845938,10886.9148741752,15645.2419369456,38366.1025966428,22071.3550614955,38602.8847847755,11599.5035278321,9724.64987962402,10697.6332993534,12556.0913225514,19317.9247639502,33250.940888454,10117.2890044369,44765.2841617737,37320.1926586937,29448.2476426566,30397.9701142019,18027.9504046243,28340.9937268814,34515.8029954775,20859.5719025591
"120","Northern pike, Atlantic salmon, Rainbow trout","Ireland",6609.18830819886,0,0,0,0,0,0,0,0,0,0,0,0,0,4267.38,2339.92,0,1.88830819886002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","Marine fish, Fish","Israel",4196,0,0,0,0,233,220,300,1330,488,600,470,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","Marine fish, Fish","Italy",1329.5,60,14,5,7,1,1,0,0,0,0,0,0,13,0,45,126.5,34,0,0,52,195,301,219,197,21,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","Marine fish, Fish","Ivory Coast",1449349.21,0,0,0,0,0,39267.08,31023.56,37022.3,0,38310.58,25536.28,26696.6,31875.24,45313.04,47791.12,45608.68,34538.48,0,0,0,0,94793.48,76008.2399999999,48833.6599999999,82288.6799999999,51939.34,58162.02,46287.6,73618.34,32525.58,35967.8,47129.94,40053.1,25948.14,45343.32,23506.3,46287.28,46486.16,36313.68,53275.88,51196.26,29359.89,262.5,779.06
"124","Marine fish, Fish","Japan",15789.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,110,0,107,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,0,6549,8258,111.9
"125","Black and Caspian Sea sprat, Freshwater bream, Pike-perch","Kazakhstan",2846.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,516,258,216,617,489,60,36.98
"126","Freshwater bream, Herring, Sardine and sardinella and sprat","Kazakhstan",301066.6557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8937.34,12544.57,7714.14,3409.81,0,0,278.28,15066.35,19665.2,26297.56,27194.06,28345.06,20602.21,29965.07,32196.46,33838.68,14245.07,5670.07,0,728.809999999999,0,1704.58,4954.42,1444.34,3382.22,2882.3557
"127","Marine fish, Fish","Kazakhstan",5266.79012680875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.12,0,0,0,682.760126808751,356,603,222,158.43,189.44,0,490.63,185.1,191,127,1338.81,308,0,0,0,0,278.5,0,0
"128","Marine fish, Fish","Kenya",10979.7457142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0000000000001,2,0,0,0,0,24,0.885714285714286,0,191,300,3852.08,1744.46,1164.42,0,1577.34,0,2059.56,0,0,0,0,0
"129","Nile perch, Nile tilapia, Silver cyprinid","Kenya",25747.9413712936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001.89923664122,2187.14683192261,1740.90336356765,3658.83,4388.11244879786,4735.80707407407,3452.82007329587,1711.44891810919,1254.7342994012,616.239125483945,0,0,0,0,0,0
"130","Tuna, Mackerel, Tuna","Kenya",10279.7908601484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1880.23076335878,1609.81316807739,1673.79663643235,1345.27,760.787551202137,1129.54292592593,682.059926704129,475.261081890812,408.385700598802,177.660874516056,0,91.9822314420274,45,0,0,0
"131","Marine fish, Fish","Kiribati",626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0
"132","Skipjack tuna, Snapper and jobfish, Yellowfin tuna","Kiribati",384.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8999999999999,234.24,130.52,0,0,0,0,0,0,0,0
"133","Herring, Mackerel, Sardine and sardinella and sprat","Kyrgyzstan",1295.1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295.1602
"134","Atlantic herring, Chilean jack mackerel, Jack and horse mackerel","Latvia",219419.13836963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964.54948753089,2319.25844349336,6873.02070548619,25777.43516578,33614.7091230316,18507.3073068005,19575.3239532226,24609.1468160608,35099.5722103013,575.77,20730.8876421521,2186.43,1941.29,3930.29,874.88,4553.80190140391,5403.4264789791,4375.23061854223,745.896060505765,2491.28245633985,0,0,0,148.42,1752.11,1369.1,0
"135","Common carp, European smelt, Freshwater bream","Latvia",177630.57163037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0805124691061,0.891556506639491,2.3892945138119,12.8748342199894,35.9008769683779,28.2126931994798,31.8360467774027,146.173183939167,1193.50778969869,25473.21,4789.78235784791,33676.08,32475.05,32321.22,21216.47,18794.1380985961,6817.8435210209,370.459381457774,90.6839394942338,139.767543660151,0,0,0,0,0,0,0
"136","Marine fish, Fish","Latvia",1808332.00275107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6849.46,20143.36,18465.32,94343.4,86209.36,82919.84,102493.94,160139.14,144500.86,113773.24,97035.28,77838.92,77035.56,61450.08,65587.96,33612.56,44335.38,48019.56,96718.2700000001,103296.936808727,91233.1156035924,55008.76,23671.9190510326,37349.1285586695,35623.5107290406,30677.142
"137","Rainbow trout, Carps and eels and snakeheads, Common carp","Lesotho",4.6066066066066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6066066066066,0,0,0
"138","Sardine and sardinella and sprat, South African pilchard, Herring","Lesotho",3.06339339339339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06339339339339,0,0,0
"139","Marine fish, Fish","Libya",827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,4,0,0,0,376,0,0,0,0,113,22,0,256,0,0,0
"140","Round sardinella, Skipjack tuna, Tuna","Libya",11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0
"141","Common carp, Freshwater bream, Roach","Lithuania",3721.02760025666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3705.9,0,15.127600256657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","Freshwater fish, Fish","Lithuania",77.0245823340515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0245823340515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","Marine fish, Fish","Lithuania",120306.283560579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.94,15769.5,0,2545.66,178,1469.05286949006,0,0,131.72,408.29,157.37,578.25,377.32,92.5,184.25,2895.06415536375,6407.33,5388.05,7096.66,7183.3,6610.96,13291.96,15597.68,13073.363496289,8202.63743943575,12341.4256
"144","Round sardinella, Jack and horse mackerel, Chilean jack mackerel","Lithuania",18826.2160199816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14651,0,2804.56239974334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.86,1192.79362023833
"145","Carps, Nile tilapia, Shark and ray and skate","Madagascar",47.7,22.34,11.68,13.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","Marine fish, Fish","Madagascar",316231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898.22,7458.68000000001,19181.16,23976.82,27566.8,0,19398.36,18248.7,10747.96,21899.56,13299.68,28750.2,30489.46,6995.44000000001,13595.06,8826.46,3865.75999999999,0,8179.91999999999,7724.6,3334.58,2731.76,4405.88000000001,8269.36,5007.58,8856.42000000001,10523.3,0
"147","Lake Malawi sardine, Nile tilapia, Tilapia","Malawi",26.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","Freshwater fish, Fish","Malaysia",14083.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,122,219,409,3589,407,463,374,195,572,1091,1199.04,778.38,1895.65,1329.12,869.39,501.81,0
"149","Indian mackerel, Indian scad, Anchovy","Malaysia",2582.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
